name,flag,description,source,header,cfg,is_analysis
WebAssemblyLowerBrUnless,-wasm-lower-br_unless,Lowers br_unless into inverted br_if,lib/Target/WebAssembly/WebAssemblyLowerBrUnless.cpp,,False,False
WebAssemblyLowerEmscriptenEHSjLj,-wasm-lower-em-ehsjlj,WebAssembly Lower Emscripten Exceptions / Setjmp / Longjmp,lib/Target/WebAssembly/WebAssemblyLowerEmscriptenEHSjLj.cpp,,False,False
WebAssemblyMemIntrinsicResults,-wasm-mem-intrinsic-results,Optimize memory intrinsic result values for WebAssembly,lib/Target/WebAssembly/WebAssemblyMemIntrinsicResults.cpp,,False,False
WebAssemblyOptimizeLiveIntervals,-wasm-optimize-live-intervals,Optimize LiveIntervals for WebAssembly,lib/Target/WebAssembly/WebAssemblyOptimizeLiveIntervals.cpp,,False,False
WebAssemblyPeephole,-wasm-peephole,WebAssembly peephole optimizations,lib/Target/WebAssembly/WebAssemblyPeephole.cpp,,False,False
WebAssemblyPrepareForLiveIntervals,-wasm-prepare-for-live-intervals,Fix up code for LiveIntervals,lib/Target/WebAssembly/WebAssemblyPrepareForLiveIntervals.cpp,,False,False
WebAssemblyRegColoring,-wasm-reg-coloring,Minimize number of registers used,lib/Target/WebAssembly/WebAssemblyRegColoring.cpp,,False,False
WebAssemblyRegNumbering,-wasm-reg-numbering,Assigns WebAssembly register numbers for virtual registers,lib/Target/WebAssembly/WebAssemblyRegNumbering.cpp,,False,False
WebAssemblyRegStackify,-wasm-reg-stackify,Reorder instructions to use the WebAssembly value stack,lib/Target/WebAssembly/WebAssemblyRegStackify.cpp,,False,False
WebAssemblyReplacePhysRegs,-wasm-replace-phys-regs,Replace physical registers with virtual registers,lib/Target/WebAssembly/WebAssemblyReplacePhysRegs.cpp,,False,False
WebAssemblySetP2AlignOperands,-wasm-set-p2align-operands,Set the p2align operands for WebAssembly loads and stores,lib/Target/WebAssembly/WebAssemblySetP2AlignOperands.cpp,,False,False
WholeProgramDevirt,-wholeprogramdevirt,Whole program devirtualization,lib/Transforms/IPO/WholeProgramDevirt.cpp,include/llvm/Transforms/IPO/WholeProgramDevirt.h,False,False
WinEHPrepare,-winehprepare,Prepare Windows exceptions,lib/CodeGen/WinEHPrepare.cpp,,False,False
WinEHStatePass,-x86-winehstate,Insert stores for EH state numbers,lib/Target/X86/X86WinEHState.cpp,,False,False
WriteBitcodePass,-write-bitcode,Write Bitcode,lib/Bitcode/Writer/BitcodeWriterPass.cpp,,False,True
WriteThinLTOBitcode,-write-thinlto-bitcode,Write ThinLTO Bitcode,lib/Transforms/IPO/ThinLTOBitcodeWriter.cpp,include/llvm/Transforms/IPO/ThinLTOBitcodeWriter.h,False,True
X86AvoidSFBPass,-x86-avoid-SFB,Machine code sinking,lib/Target/X86/X86AvoidStoreForwardingBlocks.cpp,,False,False
X86CallFrameOptimization,-x86-cf-opt,X86 Call Frame Optimization,lib/Target/X86/X86CallFrameOptimization.cpp,,False,False
X86CmovConverterPass,-x86-cmov-conversion,X86 cmov Conversion,lib/Target/X86/X86CmovConversion.cpp,,False,False
X86CondBrFoldingPass,-X86CondBrFolding,X86CondBrFolding,lib/Target/X86/X86CondBrFolding.cpp,,False,False
X86DomainReassignment,-x86-domain-reassignment,X86 Domain Reassignment Pass,lib/Target/X86/X86DomainReassignment.cpp,,False,False
X86ExecutionDomainFix,-x86-execution-domain-fix,X86 Execution Domain Fix,lib/Target/X86/X86TargetMachine.cpp,,False,False
X86ExpandPseudo,-x86-pseudo,X86 pseudo instruction expansion pass,lib/Target/X86/X86ExpandPseudo.cpp,,False,False
X86FlagsCopyLoweringPass,-x86-flags-copy-lowering,X86 EFLAGS copy lowering,lib/Target/X86/X86FlagsCopyLowering.cpp,,False,False
X86OptimizeLEAPass,-x86-optimize-LEAs,X86 optimize LEA pass,lib/Target/X86/X86OptimizeLEAs.cpp,,False,False
X86SpeculativeLoadHardeningPass,-x86-slh,X86 speculative load hardener,lib/Target/X86/X86SpeculativeLoadHardening.cpp,,False,False
XCoreLowerThreadLocal,-xcore-lower-thread-local,Lower thread local variables,lib/Target/XCore/XCoreLowerThreadLocal.cpp,,False,False
XRayInstrumentation,-xray-instrumentation,Insert XRay ops,lib/CodeGen/XRayInstrumentation.cpp,,False,False
